,Address,CommandResponse,ControlMode,ControlScheme,CRC,DataLength,FunctionCode,InvalidDataLength,InvalidFunctionCode,PIDCycleTime,PIDDeadband,PIDGain,PIDRate,PIDReset,PipelinePSI,PumpState,SetPoint,SolenoidState,TimeInterval,deltaPIDCycleTime,deltaPIDDeadband,deltaPIDGain,deltaPIDRate,deltaPIDReset,deltaPipelinePSI,deltaSetPoint
11406,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,656,0,0,0,0,0,-10.356322,0
19886,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,700,0,0,0,0,0,-9.770114999999999,0
1401,4,0,0,0,4444,19,3,1,1,0,0,0,0,0,19.56322,1,0,0,753,0,0,0,0,0,19.56322,0
5895,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-4.804598,0
11256,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,722,0,0,0,0,0,-11.068966,0
18380,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,675,0,0,0,0,0,-10.367816,0
10117,4,0,0,0,3446,19,3,1,1,0,0,0,0,0,0.04597701,0,0,0,602,0,0,0,0,0,0.04597701,0
25833,4,0,0,0,4343,19,3,1,1,0,0,0,0,0,0.09195402,0,0,0,555,0,0,0,0,0,0.09195402,0
1789,4,0,0,0,4435,19,3,1,1,0,0,0,0,0,18.747128,1,0,1,663,0,0,0,0,0,18.747128,0
28485,4,0,0,0,3735,19,3,1,1,0,0,0,0,0,9.5625,1,0,0,503,0,0,0,0,0,-10.4375,0
14702,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,5.505747,1,0,0,646,0,0,0,0,0,5.505747,0
73,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,715,0,0,0,0,0,0.19540231,0
18243,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,796,0,0,0,0,0,-0.09195402,0
19508,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,795,0,0,0,0,0,-9.574713000000001,0
24568,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,721,0,0,0,0,0,-9.850575,0
22030,4,0,0,0,3932,19,3,1,1,0,0,0,0,0,9.563217999999999,1,0,1,731,0,0,0,0,0,9.563217999999999,0
26986,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,796,0,0,0,0,0,-9.862069,0
18375,4,0,0,0,4141,19,3,1,1,0,0,0,0,0,10.413794000000001,1,0,1,653,0,0,0,0,0,10.413794000000001,0
3747,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,669,0,0,0,0,0,-9.896552,0
18757,4,0,0,0,3830,19,3,1,1,0,0,0,0,0,9.908046,1,0,1,695,0,0,0,0,0,9.908046,0
4799,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,715,0,0,0,0,0,-10.896550999999999,0
15096,4,0,0,0,4436,19,3,1,1,0,0,0,0,0,9.091954,1,0,0,521,0,0,0,0,0,9.091954,0
21950,4,0,0,0,4231,19,3,1,1,0,0,0,0,0,9.643678999999999,1,0,1,610,0,0,0,0,0,9.643678999999999,0
17369,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,707,0,0,0,0,0,-9.540230000000001,0
6871,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,648,0,0,0,0,0,-0.19540231,0
19893,4,0,0,0,3746,19,3,1,1,0,0,0,0,0,9.609196,1,0,1,644,0,0,0,0,0,9.609196,0
9011,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,681,0,0,0,0,0,-18.873564000000002,0
10320,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,671,0,0,0,0,0,-0.057471264,0
16905,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,699,0,0,0,0,0,-9.586205999999999,0
11377,4,0,0,0,3241,19,3,1,1,0,0,0,0,0,9.965517,1,0,1,657,0,0,0,0,0,9.965517,0
26935,4,0,0,0,3739,19,3,1,1,0,0,0,0,0,10.678161,1,0,1,561,0,0,0,0,0,10.678161,0
9560,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,684,0,0,0,0,0,-0.06896552,0
25490,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,682,0,0,0,0,0,-0.09195402,0
7485,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,683,0,0,0,0,0,-0.17241379999999998,0
7296,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,578,0,0,0,0,0,0.20689654,0
3899,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,630,0,0,0,0,0,-25.379309,0
29033,4,0,0,0,4543,19,3,1,1,0,0,0,0,0,5.09375,1,0,0,401,0,0,0,0,0,-0.03125,0
297,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,538,0,0,0,0,0,0.20689654,0
21985,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,798,0,0,0,0,0,-9.896552,0
19729,4,0,0,0,4137,19,3,1,1,0,0,0,0,0,9.8160925,1,0,1,651,0,0,0,0,0,9.8160925,0
13891,4,0,0,0,4346,19,3,1,1,0,0,0,0,0,14.264367000000002,1,0,0,729,0,0,0,0,0,14.264367000000002,0
16268,4,0,0,0,4433,19,3,1,1,0,0,0,0,0,14.551723999999998,1,0,1,655,0,0,0,0,0,14.551723999999998,0
21649,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,676,0,0,0,0,0,-9.873563,0
17968,4,0,0,0,4139,19,3,1,1,0,0,0,0,0,0.06896552,0,0,0,603,0,0,0,0,0,0.06896552,0
25026,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,757,0,0,0,0,0,-0.080459766,0
14928,4,0,0,0,4637,19,3,1,1,0,0,0,0,0,9.632184,1,0,1,605,0,0,0,0,0,9.632184,0
7933,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,681,0,0,0,0,0,-18.103447,0
28015,4,0,0,0,3242,19,3,1,1,0,0,0,0,0,0.14942528,0,0,0,539,0,0,0,0,0,0.14942528,0
27052,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,675,0,0,0,0,0,-9.678162,0
19131,4,0,0,0,3644,19,3,1,1,0,0,0,0,0,9.954022,1,0,1,558,0,0,0,0,0,9.954022,0
11464,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,669,0,0,0,0,0,-9.448276,0
10953,4,0,0,0,3041,19,3,1,1,0,0,0,0,0,9.724138,1,0,0,574,0,0,0,0,0,9.724138,0
3656,4,0,0,0,4539,19,3,1,1,0,0,0,0,0,11.011494,1,0,0,554,0,0,0,0,0,11.011494,0
13673,4,0,0,0,3936,19,3,1,1,0,0,0,0,0,15.45977,1,0,1,531,0,0,0,0,0,15.45977,0
23956,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,667,0,0,0,0,0,-9.804598,0
8819,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-20.080460000000002,0
18413,4,0,0,0,3238,19,3,1,1,0,0,0,0,0,9.965517,1,0,1,653,0,0,0,0,0,9.965517,0
4262,4,0,0,0,3334,19,3,1,1,0,0,0,0,0,10.528736,1,0,0,621,0,0,0,0,0,10.528736,0
9865,4,0,0,0,3732,19,3,1,1,0,0,0,0,0,0.057471264,0,0,0,536,0,0,0,0,0,0.057471264,0
15869,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,668,0,0,0,0,0,-10.712644000000001,0
12945,4,0,0,0,3830,19,3,1,1,0,0,0,0,0,15.206898,1,0,1,729,0,0,0,0,0,15.206898,0
1984,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,660,0,0,0,0,0,-19.390804,0
3910,4,0,0,0,4541,19,3,1,1,0,0,0,0,0,23.896551000000002,1,0,0,581,0,0,0,0,0,23.896551000000002,0
11407,4,0,0,0,4331,19,3,1,1,0,0,0,0,0,10.367816,1,0,1,570,0,0,0,0,0,10.367816,0
3573,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,644,0,0,0,0,0,-9.149425500000001,0
14683,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,672,0,0,0,0,0,-0.057471264,0
15691,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,756,0,0,0,0,0,-9.402299000000001,0
1819,4,0,0,0,4446,19,3,1,1,0,0,0,0,0,18.804598000000002,1,0,0,568,0,0,0,0,0,18.804598000000002,0
12422,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,659,0,0,0,0,0,-10.78161,0
28096,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,20.0,1,0,0,434,0,0,0,0,0,0.0,0
3213,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,795,0,0,0,0,0,-10.367816,0
28948,4,0,0,0,4542,19,3,1,1,0,0,0,0,0,20.375,1,0,0,397,0,0,0,0,0,-0.125,0
16789,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,665,0,0,0,0,0,-9.597700999999999,0
6791,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,686,0,0,0,0,0,-0.19540231,0
16650,4,0,0,0,4635,19,3,1,1,0,0,0,0,0,9.632184,1,0,1,556,0,0,0,0,0,9.632184,0
15551,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,665,0,0,0,0,0,-10.229885000000001,0
26455,4,0,0,0,4237,19,3,1,1,0,0,0,0,0,10.379311,1,0,0,523,0,0,0,0,0,10.379311,0
14440,4,0,0,0,4141,19,3,1,1,0,0,0,0,0,0.06896552,0,0,0,640,0,0,0,0,0,0.06896552,0
28675,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,20.0,1,0,0,1987,0,0,0,0,0,0.0,0
11683,4,0,0,0,3030,19,3,1,1,0,0,0,0,0,9.896552,1,0,0,704,0,0,0,0,0,9.896552,0
10376,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,654,0,0,0,0,0,-0.057471264,0
8479,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,676,0,0,0,0,0,-19.241379000000002,0
17430,4,0,0,0,4344,19,3,1,1,0,0,0,0,0,9.724138,1,0,1,653,0,0,0,0,0,9.724138,0
28145,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,20.0,1,0,0,421,0,0,0,0,0,0.0,0
22992,4,0,0,0,3333,19,3,1,1,0,0,0,0,0,10.091953,1,0,1,657,0,0,0,0,0,10.091953,0
1931,4,0,0,0,3042,19,3,1,1,0,0,0,0,0,19.505747,1,0,0,524,0,0,0,0,0,19.505747,0
28669,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,20.0,1,0,0,1986,0,0,0,0,0,0.0,0
12249,4,0,0,0,3841,19,3,1,1,0,0,0,0,0,9.436782000000001,1,0,1,526,0,0,0,0,0,9.436782000000001,0
7397,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.18390805,0
27066,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,745,0,0,0,0,0,-10.471264,0
5109,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,681,0,0,0,0,0,-9.908046,0
11341,4,0,0,0,3943,19,3,1,1,0,0,0,0,0,9.689655,1,0,1,555,0,0,0,0,0,9.689655,0
12236,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,766,0,0,0,0,0,-9.298850999999999,0
15074,4,0,0,0,3631,19,3,1,1,0,0,0,0,0,9.229885000000001,1,0,1,707,0,0,0,0,0,9.229885000000001,0
3696,4,0,0,0,3630,19,3,1,1,0,0,0,0,0,10.29885,1,0,1,737,0,0,0,0,0,10.29885,0
13736,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,661,0,0,0,0,0,-15.827585999999998,0
6688,4,0,0,0,3431,19,3,1,1,0,0,0,0,0,0.18390805,0,0,0,527,0,0,0,0,0,0.18390805,0
2074,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,668,0,0,0,0,0,-20.885057,0
26047,4,0,0,0,3242,19,3,1,1,0,0,0,0,0,5.2068970000000006,1,0,0,531,0,0,0,0,0,5.2068970000000006,0
22513,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,679,0,0,0,0,0,-9.540230000000001,0
10788,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,653,0,0,0,0,0,-9.632184,0
29177,4,0,0,0,4542,19,3,1,1,0,0,0,0,0,20.375,1,0,0,463,0,0,0,0,0,0.25,0
25095,4,0,0,0,4141,19,3,1,1,0,0,0,0,0,0.06896552,0,0,0,638,0,0,0,0,0,0.06896552,0
26054,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,642,0,0,0,0,0,-8.643678,0
24695,4,0,0,0,4430,19,3,1,1,0,0,0,0,0,3.7471266000000005,0,0,0,591,0,0,0,0,0,3.7471266000000005,0
19045,4,0,0,0,4542,19,3,1,1,0,0,0,0,0,9.505747,1,0,1,620,0,0,0,0,0,9.505747,0
20805,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,795,0,0,0,0,0,-9.528735000000001,0
25284,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,794,0,0,0,0,0,-0.080459766,0
11834,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,677,0,0,0,0,0,-9.091954,0
9894,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,642,0,0,0,0,0,-0.04597701,0
26527,4,0,0,0,4145,19,3,1,1,0,0,0,0,0,9.643678999999999,1,0,1,643,0,0,0,0,0,9.643678999999999,0
4006,4,0,0,0,4643,19,3,1,1,0,0,0,0,0,25.574714999999998,1,0,0,569,0,0,0,0,0,25.574714999999998,0
14729,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,742,0,0,0,0,0,-11.172414,0
5600,4,0,0,0,3432,19,3,1,1,0,0,0,0,0,9.149425500000001,1,0,1,617,0,0,0,0,0,9.149425500000001,0
6238,4,0,0,0,3541,19,3,1,1,0,0,0,0,0,0.21839081,0,0,0,556,0,0,0,0,0,0.21839081,0
5665,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,677,0,0,0,0,0,-10.379311,0
551,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,594,0,0,0,0,0,0.19540231,0
8108,4,0,0,0,3831,19,3,1,1,0,0,0,0,0,18.540229999999998,1,0,0,647,0,0,0,0,0,18.540229999999998,0
5995,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,728,0,0,0,0,0,-0.20689654,0
15402,4,0,0,0,3930,19,3,1,1,0,0,0,0,0,10.632184,1,0,1,531,0,0,0,0,0,10.632184,0
6942,4,0,0,0,3534,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,537,0,0,0,0,0,0.20689654,0
7857,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,681,0,0,0,0,0,-17.942528,0
17180,4,0,0,0,3939,19,3,1,1,0,0,0,0,0,10.75862,1,0,1,710,0,0,0,0,0,10.75862,0
21392,4,0,0,0,3038,19,3,1,1,0,0,0,0,0,9.586205999999999,1,0,1,577,0,0,0,0,0,9.586205999999999,0
7987,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,766,0,0,0,0,0,-20.298851000000003,0
5447,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,633,0,0,0,0,0,-10.057471000000001,0
26644,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,666,0,0,0,0,0,-9.873563,0
14636,4,0,0,0,3446,19,3,1,1,0,0,0,0,0,0.04597701,0,0,0,712,0,0,0,0,0,0.04597701,0
26409,4,0,0,0,3946,19,3,1,1,0,0,0,0,0,9.827586,1,0,0,576,0,0,0,0,0,9.827586,0
23572,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,657,0,0,0,0,0,-10.517241499999999,0
22696,4,0,0,0,3143,19,3,1,1,0,0,0,0,0,9.540230000000001,1,0,1,531,0,0,0,0,0,9.540230000000001,0
21076,4,0,0,0,3039,19,3,1,1,0,0,0,0,0,9.586205999999999,1,0,1,609,0,0,0,0,0,9.586205999999999,0
12383,4,0,0,0,4230,19,3,1,1,0,0,0,0,0,11.011494,1,0,1,622,0,0,0,0,0,11.011494,0
1615,4,0,0,0,3746,19,3,1,1,0,0,0,0,0,19.172413,1,0,0,605,0,0,0,0,0,19.172413,0
13628,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,679,0,0,0,0,0,-14.977011,0
16311,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,667,0,0,0,0,0,-14.988506,0
21327,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,664,0,0,0,0,0,-9.574713000000001,0
21356,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,10.770114999999999,1,0,1,607,0,0,0,0,0,10.770114999999999,0
19822,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,755,0,0,0,0,0,-10.172414,0
27967,4,0,0,0,3232,19,3,1,1,0,0,0,0,0,0.13793103,0,0,0,529,0,0,0,0,0,0.13793103,0
29286,4,0,0,0,4539,19,3,1,1,0,0,0,0,0,20.625,1,0,0,423,0,0,0,0,0,0.25,0
18085,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,795,0,0,0,0,0,-0.10344827,0
8411,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,655,0,0,0,0,0,-20.770115,0
23735,4,0,0,0,3238,19,3,1,1,0,0,0,0,0,9.965517,1,0,1,567,0,0,0,0,0,9.965517,0
10413,4,0,0,0,3244,19,3,1,1,0,0,0,0,0,0.03448276,0,0,0,599,0,0,0,0,0,0.03448276,0
25096,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,682,0,0,0,0,0,-0.06896552,0
3722,4,0,0,0,4133,19,3,1,1,0,0,0,0,0,9.356322,1,0,0,576,0,0,0,0,0,9.356322,0
17683,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-9.597700999999999,0
13919,4,0,0,0,4139,19,3,1,1,0,0,0,0,0,15.551723499999998,1,0,0,661,0,0,0,0,0,15.551723499999998,0
14757,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,780,0,0,0,0,0,-10.770114999999999,0
24363,4,0,0,0,3436,19,3,1,1,0,0,0,0,0,10.045977,1,0,1,534,0,0,0,0,0,10.045977,0
23236,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,633,0,0,0,0,0,-10.29885,0
27368,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,700,0,0,0,0,0,-10.540230000000001,0
5131,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-9.701149000000001,0
22972,4,0,0,0,4541,19,3,1,1,0,0,0,0,0,9.505747,1,0,1,564,0,0,0,0,0,9.505747,0
9822,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,675,0,0,0,0,0,-0.022988506000000002,0
16878,4,0,0,0,3444,19,3,1,1,0,0,0,0,0,9.574713000000001,1,0,1,531,0,0,0,0,0,9.574713000000001,0
8279,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,700,0,0,0,0,0,-20.103448999999998,0
12349,4,0,0,0,4241,19,3,1,1,0,0,0,0,0,10.839081,1,0,1,698,0,0,0,0,0,10.839081,0
6314,4,0,0,0,3438,19,3,1,1,0,0,0,0,0,0.19540231,0,0,0,594,0,0,0,0,0,0.19540231,0
27008,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,678,0,0,0,0,0,-9.574713000000001,0
12192,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,644,0,0,0,0,0,-10.873564,0
24790,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,674,0,0,0,0,0,-0.11494253,0
19922,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,678,0,0,0,0,0,-10.321839,0
4002,4,0,0,0,3137,19,3,1,1,0,0,0,0,0,23.965517000000002,1,0,0,695,0,0,0,0,0,23.965517000000002,0
25681,4,0,0,0,4445,19,3,1,1,0,0,0,0,0,0.10344827,0,0,0,528,0,0,0,0,0,0.10344827,0
23697,4,0,0,0,4333,19,3,1,1,0,0,0,0,0,9.597700999999999,1,0,1,642,0,0,0,0,0,9.597700999999999,0
2375,4,0,0,0,3446,19,3,1,1,0,0,0,0,0,20.873564000000002,1,0,0,601,0,0,0,0,0,20.873564000000002,0
24275,4,0,0,0,3839,19,3,1,1,0,0,0,0,0,10.034483,1,0,1,569,0,0,0,0,0,10.034483,0
26077,4,0,0,0,3134,19,3,1,1,0,0,0,0,0,9.712644000000001,1,0,1,580,0,0,0,0,0,9.712644000000001,0
17719,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,741,0,0,0,0,0,-9.793103,0
20968,4,0,0,0,3531,19,3,1,1,0,0,0,0,0,10.172414,1,0,1,697,0,0,0,0,0,10.172414,0
20947,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,657,0,0,0,0,0,-10.885057000000002,0
13385,4,0,0,0,3735,19,3,1,1,0,0,0,0,0,15.21839,1,0,0,615,0,0,0,0,0,15.21839,0
8913,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,671,0,0,0,0,0,-20.034482999999998,0
2082,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,670,0,0,0,0,0,-19.137932,0
10563,4,0,0,0,4146,19,3,1,1,0,0,0,0,0,10.712644000000001,1,0,1,634,0,0,0,0,0,10.712644000000001,0
1811,4,0,0,0,4542,19,3,1,1,0,0,0,0,0,19.540229999999998,1,0,1,525,0,0,0,0,0,19.540229999999998,0
14761,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,649,0,0,0,0,0,-9.310345,0
19765,4,0,0,0,3442,19,3,1,1,0,0,0,0,0,9.574713000000001,1,0,1,565,0,0,0,0,0,9.574713000000001,0
21035,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,753,0,0,0,0,0,-9.563217999999999,0
22729,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,665,0,0,0,0,0,-9.563217999999999,0
7748,4,0,0,0,3441,19,3,1,1,0,0,0,0,0,19.29885,1,0,1,572,0,0,0,0,0,19.29885,0
7219,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,647,0,0,0,0,0,-0.20689654,0
12749,4,0,0,0,3234,19,3,1,1,0,0,0,0,0,13.310345000000002,1,0,0,518,0,0,0,0,0,13.310345000000002,0
5373,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,630,0,0,0,0,0,-10.034483,0
28869,4,0,0,0,4544,19,3,1,1,0,0,0,0,0,20.125,1,0,0,424,0,0,0,0,0,0.125,0
5643,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,659,0,0,0,0,0,-9.310345,0
23728,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,797,0,0,0,0,0,-10.287355999999999,0
3075,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,673,0,0,0,0,0,-9.655172,0
14575,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,642,0,0,0,0,0,-0.080459766,0
3408,4,0,0,0,3038,19,3,1,1,0,0,0,0,0,9.287355999999999,1,0,1,619,0,0,0,0,0,9.287355999999999,0
3068,4,0,0,0,4344,19,3,1,1,0,0,0,0,0,10.793103,1,0,1,575,0,0,0,0,0,10.793103,0
1339,4,0,0,0,4136,19,3,1,1,0,0,0,0,0,19.942528,1,0,1,581,0,0,0,0,0,19.942528,0
20534,4,0,0,0,4331,19,3,1,1,0,0,0,0,0,10.666667,1,0,1,596,0,0,0,0,0,10.666667,0
28365,4,0,0,0,4545,19,3,1,1,0,0,0,0,0,20.0,1,0,0,461,0,0,0,0,0,10.4375,0
25683,4,0,0,0,4141,19,3,1,1,0,0,0,0,0,0.06896552,0,0,0,527,0,0,0,0,0,0.06896552,0
4130,4,0,0,0,3434,19,3,1,1,0,0,0,0,0,24.793104,1,0,0,670,0,0,0,0,0,24.793104,0
5450,4,0,0,0,4446,19,3,1,1,0,0,0,0,0,9.218391,1,0,0,532,0,0,0,0,0,9.218391,0
26201,4,0,0,0,3743,19,3,1,1,0,0,0,0,0,10.678161,1,0,1,600,0,0,0,0,0,10.678161,0
8198,4,0,0,0,4244,19,3,1,1,0,0,0,0,0,19.724138,1,0,1,568,0,0,0,0,0,19.724138,0
2036,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,766,0,0,0,0,0,-19.022987,0
26389,4,0,0,0,3741,19,3,1,1,0,0,0,0,0,10.678161,1,0,1,727,0,0,0,0,0,10.678161,0
595,4,0,0,0,3532,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,603,0,0,0,0,0,0.20689654,0
4537,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,801,0,0,0,0,0,-10.620689,0
14378,4,0,0,0,3732,19,3,1,1,0,0,0,0,0,0.057471264,0,0,0,565,0,0,0,0,0,0.057471264,0
28041,4,0,0,0,3241,19,3,1,1,0,0,0,0,0,0.14942528,0,0,0,681,0,0,0,0,0,0.14942528,0
17217,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,665,0,0,0,0,0,-9.827586,0
20494,4,0,0,0,3737,19,3,1,1,0,0,0,0,0,10.08046,1,0,1,620,0,0,0,0,0,10.08046,0
357,4,0,0,0,3533,19,3,1,1,0,0,0,0,0,0.20689654,0,0,0,604,0,0,0,0,0,0.20689654,0
4979,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,743,0,0,0,0,0,-10.160919,0
27433,4,0,0,0,3135,19,3,1,1,0,0,0,0,0,10.011494,1,0,1,565,0,0,0,0,0,10.011494,0
311,4,0,0,0,3632,19,3,1,1,0,0,0,0,0,0.22988506,0,0,0,601,0,0,0,0,0,0.22988506,0
21884,4,0,0,0,3236,19,3,1,1,0,0,0,0,0,9.666666000000001,1,0,1,568,0,0,0,0,0,9.666666000000001,0
23069,4,0,0,0,4536,4,16,1,1,0,0,0,0,0,0.0,2,0,2,713,0,0,0,0,0,-9.954022,0
21894,4,0,0,0,3745,19,3,1,1,0,0,0,0,0,9.609196,1,0,1,689,0,0,0,0,0,9.609196,0
